-10.3986 -6.57077 1.4353 -14.7368 15.8799 -13.8161 22.6964 0.634362 15.7078 12.738 4.98306 21.8819 -9.57445 20.9514 -14.166 7.57413 
-10.7101 -6.87977 1.70005 -14.4722 15.8799 -13.8161 22.5832 0.521971 15.7078 12.738 4.49116 21.097 -9.93897 20.5894 -15.0629 6.64834 
-10.6572 -6.82619 1.70005 -14.4722 16.0554 -13.6407 22.4445 0.383825 15.9466 12.9784 4.38365 20.9894 -9.73136 20.7973 -15.2293 6.48859 
-10.4793 -6.65017 1.61192 -14.5622 15.6542 -14.0434 22.4445 0.383825 16.8393 13.8706 4.47542 21.0816 -9.73136 20.7973 -14.2263 7.47855 
-10.4793 -6.65017 2.67236 -13.5023 15.6542 -14.0434 22.6838 0.890284 16.8393 13.8706 4.95703 21.561 -10.3659 20.1429 -14.2308 7.47562 
-9.96917 -6.13745 2.67236 -13.5023 16.6802 -13.0169 22.9017 1.10807 16.4404 13.4613 4.95703 21.561 -10.2548 20.2542 -14.6672 7.03701 
-10.2247 -6.3912 2.54555 -13.6311 16.5568 -13.1405 22.9017 1.10807 16.5143 13.5351 5.44937 22.0532 -10.017 20.4908 -14.5103 7.19531 
-10.2247 -6.3912 2.95428 -13.2208 16.4242 -13.2734 22.538 0.749465 16.1579 13.1789 5.15647 21.7649 -9.18277 20.5337 -14.3603 7.34394 
-11.1917 -7.11469 3.03007 -13.1452 16.4242 -13.2734 23.1748 0.300534 17.0544 14.0743 5.07193 21.6804 -9.37591 20.3544 -14.3603 7.34394 
-11.1917 -7.11469 2.49113 -13.6821 16.6985 -12.9984 23.1748 0.300534 17.0544 14.0743 4.00668 21.3901 -9.37591 20.3544 -15.3048 6.78268 
-10.6371 -6.54858 2.29509 -13.8791 16.9602 -12.7355 23.3767 0.502211 16.7156 13.7358 4.21197 21.5971 -9.74098 19.9861 -14.9619 7.12449 
-10.542 -6.45498 2.32547 -13.8473 17.4111 -12.2873 23.0331 0.158598 16.4764 13.1533 4.23868 21.6245 -9.67907 20.0481 -14.7879 7.29872 
-10.542 -6.45498 1.8568 -14.3535 16.7636 -13.382 23.4667 0.56225 16.4764 13.1533 3.89563 21.2792 -10.0236 19.6892 -14.7879 7.29872 
-10.796 -6.70739 1.8568 -14.3535 16.9473 -13.2012 22.9122 0.000228726 16.6992 13.3755 3.89563 21.2792 -10.1582 19.5558 -14.7025 7.387 
-10.8752 -6.78634 0.766203 -15.1639 16.9473 -13.2012 22.9571 0.0448443 16.9233 13.6 4.94067 22.3285 -10.2894 19.9427 -15.2659 6.82198 
-10.1819 -6.09622 1.40124 -14.5315 17.0918 -13.0566 22.8086 -0.103419 16.8609 13.5377 4.7903 22.1774 -9.98633 20.2439 -15.0838 7.00417 
-10.2266 -6.13991 1.52682 -14.4054 17.1904 -12.9538 22.6445 -0.505041 17.2709 13.9337 4.7903 22.1774 -9.98633 20.2439 -14.4458 7.64301 
-10.5663 -5.96485 1.52682 -14.4054 17.4472 -12.696 22.4549 -0.695207 17.1984 13.8609 5.04116 22.4277 -10.1261 20.1042 -14.4458 7.64301 
-10.5663 -5.96485 2.23399 -14.2461 16.6821 -13.4637 22.4571 -0.69508 15.9052 12.5939 4.13254 21.2971 -9.40817 20.8184 -14.1899 7.89955 
-10.7487 -6.14626 3.27163 -13.2131 16.1429 -14.0127 22.5791 -0.572491 15.9052 12.5939 4.53579 21.7019 -9.50039 20.724 -13.9737 8.11532 
-10.9534 -6.35326 3.27163 -13.2131 16.1429 -14.0127 23.3457 0.228578 17.4122 13.297 4.56224 21.7286 -9.13882 21.0842 -14.3407 7.07825 
