-10.9534 -6.35326 2.93161 -13.8766 16.1364 -13.2206 23.2305 0.113193 17.4122 13.297 4.68174 21.8487 -9.61392 20.3413 -14.4973 6.89405 
-10.6471 -6.03227 3.254 -13.5553 16.3514 -13.0056 23.2394 0.122008 17.4996 13.3847 5.3528 21.6381 -9.68519 20.268 -14.4034 6.98772 
-10.1762 -5.56082 3.254 -13.5553 15.7457 -13.6105 22.8549 -0.263075 16.9996 12.884 5.3528 21.6381 -9.52998 20.4191 -14.4034 6.98772 
-10.1762 -5.56082 2.7919 -14.0166 15.9694 -13.3868 23.028 -0.633034 17.101 12.9852 5.16956 21.4545 -9.02506 20.9386 -14.788 6.60587 
-10.4407 -5.82575 1.63682 -15.1768 15.9694 -13.3868 23.186 -0.47503 16.4157 12.3043 5.69324 21.9771 -9.02506 20.9386 -14.6507 6.74046 
-10.4407 -5.82575 1.8019 -15.0114 16.1589 -13.1975 23.0287 -0.632422 16.7402 12.6295 5.57635 21.8591 -8.89731 21.0672 -14.6507 6.74046 
-9.89289 -6.37789 1.98875 -14.8243 16.6603 -12.697 22.8352 -0.825636 17.0083 12.8975 5.57635 21.8591 -8.56964 21.3715 -14.1115 7.28203 
-10.3608 -6.83528 2.79844 -14.0176 17.1561 -12.2023 22.3609 -0.229317 16.7735 12.0832 5.89561 22.181 -9.17912 19.917 -13.9966 7.3948 
-10.3154 -6.79153 2.30597 -14.5087 17.1561 -12.2023 22.3609 -0.229317 17.0892 12.3946 4.00572 20.2774 -9.33139 19.7651 -13.9966 7.3948 
-10.1446 -6.61753 2.30597 -14.5087 17.0255 -12.3316 22.1548 -0.435348 17.0892 12.3946 5.06897 21.3381 -9.45958 19.6413 -13.9137 6.87389 
-10.1446 -6.61753 2.39362 -14.4208 16.5624 -12.9401 22.8259 0.236565 17.7568 13.0626 5.06897 21.3381 -9.45958 19.6413 -13.6891 7.09349 
-10.2106 -6.68921 2.50553 -14.3073 15.9238 -13.1841 22.9653 0.375277 17.546 12.8511 4.30375 20.5754 -8.66903 20.4409 -14.3367 6.44512 
-10.4661 -6.94954 2.50553 -14.3073 15.9088 -13.1991 22.9653 0.375277 17.546 12.8511 4.30375 20.5754 -8.83392 20.2766 -14.0981 6.68419 
-10.6861 -7.17049 1.47663 -13.4295 15.5637 -13.5404 23.4314 0.841524 17.4183 12.7232 4.47478 20.7452 -8.95865 20.5203 -14.6347 6.15423 
-10.6629 -7.14902 1.24148 -14.0937 15.2867 -13.8187 23.2453 0.655273 15.4511 12.7939 4.71267 20.9824 -8.69829 20.7829 -14.548 6.24016 
-10.7535 -7.56877 1.24148 -14.0937 15.2867 -13.8187 23.2453 0.655273 16.5791 13.926 4.87402 21.1437 -8.88157 20.5976 -14.548 6.24016 
-10.7535 -7.56877 1.48437 -13.849 17.0394 -12.0656 21.8321 -0.697352 16.588 13.9353 4.87402 21.1437 -8.88157 20.5976 -13.5959 6.8763 
-10.8887 -7.70206 1.48437 -13.849 16.9808 -12.1244 21.642 -0.888232 17.2372 13.6042 4.6114 20.8814 -9.73902 19.761 -14.318 6.15875 
-10.5216 -7.3352 1.59595 -13.7407 16.7943 -12.3123 23.0928 0.85261 16.9641 13.3307 4.6114 20.8814 -9.08263 20.4145 -14.0151 6.46246 
-10.5216 -7.3352 1.59595 -13.7407 15.7009 -13.0871 23.0928 0.85261 17.2606 13.6279 5.60155 21.0483 -9.197 20.3001 -14.4366 6.03782 
-10.32 -7.14102 1.56076 -14.186 15.9821 -12.8068 22.9211 0.68169 17.6726 14.0387 5.45854 20.9062 -10.475 19.0253 -14.4366 6.03782 
-10.32 -7.14102 1.54569 -14.2012 16.0445 -12.7444 22.8513 0.611959 16.5201 12.8928 5.45854 20.9062 -9.29415 21.5289 -14.1156 6.86442 
-10.1966 -7.01708 2.75365 -13.0063 16.4085 -12.3802 22.7605 0.521603 16.7373 13.11 4.49529 19.9663 -9.35796 21.4649 -14.3635 6.61806 
-10.0927 -6.91362 2.04619 -13.7139 16.4351 -12.3533 22.2948 0.0557277 16.7373 13.11 5.76841 21.0702 -10.4475 20.3691 -14.458 6.52324 
-10.0927 -6.91362 2.04619 -13.7139 15.094 -13.6958 22.4842 0.244906 15.7012 12.0741 5.76841 21.0702 -10.2917 20.5197 -14.7149 6.27017 
-9.97158 -6.7895 1.88695 -13.8704 15.515 -13.2739 22.587 0.34786 15.9193 12.2909 5.68313 20.9877 -9.86213 20.9672 -14.7149 6.27017 
-9.84356 -6.66475 1.94482 -13.8132 16.7457 -12.0305 22.3218 0.0825707 17.4434 13.6209 4.98018 20.2823 -9.53271 21.2913 -13.468 7.49913 
-9.63875 -6.46057 1.78372 -13.978 16.7124 -12.0639 23.4602 1.21117 17.4238 13.6022 5.42963 20.7308 -9.64327 21.1813 -13.468 7.49913 
-9.63875 -6.46057 1.76716 -13.9974 16.9625 -11.8146 23.2731 1.02454 17.2378 13.4175 5.42963 20.7308 -9.68685 21.1333 -13.9423 7.02667 
